"","ncessch","qid","school_level","icf_enrolled","nces_enrolled","num_students_w2","num_students_w3","inner_flag","flag"
"1","061035009776","061035009776","HS",NA,24,NA,NA,NA,NA
"2","062979011813","062979011813","MS",NA,105,NA,NA,NA,NA
"3","080393000511","080393000511","ES",NA,133,NA,NA,NA,NA
"4","080504000827","080504000827","ES",NA,47,NA,NA,NA,NA
"5","130105002358","130105002358","MS",NA,168,NA,NA,NA,NA
"6","130129000572","130129000572","ES",NA,599,NA,NA,NA,NA
"7","170139001838","170139001838","ES",NA,207,NA,NA,NA,NA
"8","171293001541","171293001541","HS",NA,131,NA,NA,NA,NA
"9","174245004268","174245004268","HS",NA,85,NA,NA,NA,NA
"10","190906000593","190906000593","ES",NA,75,NA,NA,NA,NA
"11","260001607978","260001607978","ES",NA,85,NA,NA,NA,NA
"12","270375000175","270375000175","ES",NA,227,NA,NA,NA,NA
"13","270444004159","270444004159","HS",NA,71,NA,NA,NA,NA
"14","270624005130","270624005130","MS",NA,394,NA,NA,NA,NA
"15","273828001670","273828001670","ES",NA,200,NA,NA,NA,NA
"16","292148003112","292148003112","MS",NA,79,NA,NA,NA,NA
"17","301380000964","301380000964","MS",NA,37,NA,NA,NA,NA
"18","310011600594","310011600594","ES",NA,253,NA,NA,NA,NA
"19","310013001224","310013001224","ES",NA,169,NA,NA,NA,NA
"20","310516000150","310516000150","ES",NA,119,NA,NA,NA,NA
"21","317323000599","317323000599","MS",NA,109,NA,NA,NA,NA
"22","330736000510","330736000510","HS",NA,3140,NA,NA,NA,NA
"23","361119000888","361119000888","ES",NA,483,NA,NA,NA,NA
"24","361377001128","361377001128","MS",NA,188,NA,NA,NA,NA
"25","363192005591","363192005591","MS",NA,647,NA,NA,NA,NA
"26","380082500113","380082500113","ES",NA,65,NA,NA,NA,NA
"27","381170000381","381170000381","ES",NA,98,NA,NA,NA,NA
"28","390462102471","390462102471","ES",NA,529,NA,NA,NA,NA
"29","390506304012","390506304012","HS",NA,216,NA,NA,NA,NA
"30","391000702220","391000702220","ES",NA,NA,NA,NA,NA,NA
"31","402784001855","402784001855","MS",NA,60,NA,NA,NA,NA
"32","403117001727","403117001727","MS",NA,218,NA,NA,NA,NA
"33","460004101142","460004101142","MS",NA,85,NA,NA,NA,NA
"34","480003012231","480003012231","ES",NA,614,NA,NA,NA,NA
"35","480003013476","480003013476","MS",NA,472,NA,NA,NA,NA
"36","480809000134","480809000134","ES",NA,NA,NA,NA,NA,NA
"37","483891008022","483891008022","ES",NA,129,NA,NA,NA,NA
"38","510315001333","510315001333","MS",NA,501,NA,NA,NA,NA
"39","530032403412","530032403412","HS",NA,142,NA,NA,NA,NA
"40","530531002608","530531002608","MS",NA,269,NA,NA,NA,NA
"41","530618003377","530618003377","ES",NA,201,NA,NA,NA,NA
"42","550057000088","550057000088","MS",NA,84,NA,NA,NA,NA
"43","550123000609","550123000609","MS",NA,152,NA,NA,NA,NA
"44","020018000077","MDR_00000244","ES",205,205,184,186,0,0
"45","020018000086","MDR_00000309","ES",411,411,NA,NA,0,NA
"46","020018000097","MDR_00000397","ES",309,307,NA,NA,0,NA
"47","020000100211","MDR_00002424","ES",163,163,NA,NA,0,NA
"48","020077500362","MDR_00002864","ES",92,92,NA,NA,0,NA
"49","020076000663","MDR_00003002","HS",63,63,100,66,0,0
"50","020000300222","MDR_00003105","MS",123,123,NA,NA,0,NA
"51","020072000661","MDR_00003703","MS",174,174,NA,NA,0,NA
"52","010066000270","MDR_00005672","HS",693,693,NA,NA,0,NA
"53","010093000359","MDR_00006913","ES",188,198,NA,NA,0,NA
"54","010102000387","MDR_00007319","HS",539,539,NA,NA,0,NA
"55","010129000470","MDR_00008179","ES",935,935,NA,NA,0,NA
"56","010138000509","MDR_00008648","ES",321,321,NA,NA,0,NA
"57","010147000521","MDR_00008923","HS",241,241,NA,NA,0,NA
"58","010174000604","MDR_00009381","HS",418,418,NA,NA,0,NA
"59","010123001449","MDR_00009575","ES",354,330,NA,NA,0,NA
"60","010039000165","MDR_00010079","HS",669,669,NA,NA,0,NA
"61","010039000112","MDR_00010213","ES",522,522,NA,NA,0,NA
"62","010192000695","MDR_00011255","ES",732,1115,NA,NA,1,NA
"63","010192000702","MDR_00011358","HS",750,750,NA,NA,0,NA
"64","010195000756","MDR_00012522","ES",747,747,NA,NA,0,NA
"65","010195000756","MDR_00012522","MS",747,747,NA,NA,0,NA
"66","010201000765","MDR_00012699","HS",1310,1310,NA,NA,0,NA
"67","010237000932","MDR_00015275","ES",610,610,NA,NA,0,NA
"68","010282001119","MDR_00017546","HS",433,433,NA,NA,0,NA
"69","010265001573","MDR_00017962","HS",1119,1121,NA,NA,0,NA
"70","010309001592","MDR_00018277","MS",140,142,120,115,0,0
"71","050000100218","MDR_00020141","ES",478,498,NA,NA,0,NA
"72","050228000007","MDR_00021054","MS",234,234,NA,NA,0,NA
"73","050621001230","MDR_00023818","ES",424,448,NA,NA,0,NA
"74","050621000335","MDR_00023820","MS",330,330,NA,NA,0,NA
"75","050547000259","MDR_00024147","HS",324,324,NA,NA,0,NA
"76","050007000768","MDR_00026377","HS",402,401,401,356,0,0
"77","050002001298","MDR_00026432","MS",245,245,NA,NA,0,NA
"78","051113000837","MDR_00028375","HS",312,312,325,327,0,0
"79","050002901275","MDR_00029252","ES",630,630,600,564,0,0
"80","050951000694","MDR_00030615","HS",167,167,NA,NA,0,NA
"81","050004801348","MDR_00030861","HS",302,302,NA,NA,0,NA
"82","051068000783","MDR_00031932","ES",312,372,NA,NA,0,NA
"83","051185000940","MDR_00032522","ES",388,408,397,372,0,0
"84","050007601643","MDR_00033760","ES",152,152,NA,NA,0,NA
"85","050633000358","MDR_00033875","MS",852,852,780,775,0,0
"86","050612000324","MDR_00035380","MS",670,670,NA,NA,0,NA
"87","050348000106","MDR_00035811","ES",244,283,NA,NA,0,NA
"88","050007901521","MDR_00036437","MS",531,531,NA,NA,0,NA
"89","040713001044","MDR_00036528","HS",366,383,NA,NA,0,NA
"90","040308000241","MDR_00037716","ES",124,122,NA,NA,0,NA
"91","040373000293","MDR_00037998","HS",82,93,90,82,0,0
"92","040084000044","MDR_00038667","ES",250,260,256,288,0,0
"93","040168000089","MDR_00038825","MS",676,703,NA,NA,0,NA
"94","040432000343","MDR_00039714","ES",597,649,NA,NA,0,NA
"95","040630000531","MDR_00040804","MS",547,500,NA,NA,0,NA
"96","040401000322","MDR_00043052","HS",168,135,NA,NA,0,NA
"97","040880000869","MDR_00044587","MS",348,343,NA,NA,0,NA
"98","040274000203","MDR_00045593","ES",126,125,118,119,0,0
"99","040000500629","MDR_00046858","MS",110,118,NA,NA,0,NA
"100","061440001684","MDR_00048234","ES",910,910,926,884,0,0
"101","060240504288","MDR_00049719","ES",484,484,485,471,0,0
"102","062805004266","MDR_00049977","ES",461,461,450,452,0,0
"103","064254006964","MDR_00053203","MS",615,615,626,612,0,0
"104","062637008916","MDR_00054283","MS",936,936,NA,NA,0,NA
"105","063255005022","MDR_00054867","HS",1605,1605,NA,NA,0,NA
"106","063255005056","MDR_00055201","ES",367,367,NA,NA,0,NA
"107","061077001199","MDR_00055938","MS",262,262,251,232,0,0
"108","061455001780","MDR_00057792","ES",735,735,NA,NA,0,NA
"109","060797007674","MDR_00058992","ES",698,698,NA,NA,0,NA
"110","062244002693","MDR_00061810","HS",94,94,NA,NA,0,NA
"111","060363000302","MDR_00062084","ES",580,580,479,527,0,0
"112","061329011599","MDR_00062840","MS",589,598,NA,NA,0,NA
"113","063888006529","MDR_00064020","HS",1212,1212,NA,NA,0,NA
"114","063227007335","MDR_00064707","HS",653,653,750,745,0,0
"115","062007002403","MDR_00064886","MS",724,724,NA,NA,0,NA
"116","062067002485","MDR_00064927","ES",485,450,NA,NA,0,NA
"117","062067002487","MDR_00064939","ES",527,527,535,500,0,0
"118","060162000005","MDR_00065567","ES",505,505,NA,NA,0,NA
"119","060162000004","MDR_00065581","ES",669,669,NA,NA,0,NA
"120","060162000011","MDR_00065646","ES",519,519,NA,NA,0,NA
"121","060015310945","MDR_00065828","ES",513,513,810,791,0,1
"122","060444000404","MDR_00066690","ES",491,491,NA,NA,0,NA
"123","060444000397","MDR_00066717","ES",663,663,NA,NA,0,NA
"124","061185001312","MDR_00068662","MS",1154,1154,NA,NA,0,NA
"125","062013002408","MDR_00070873","HS",1383,2069,NA,NA,1,NA
"126","062250002733","MDR_00071827","HS",3267,3267,NA,NA,0,NA
"127","062271002897","MDR_00072558","MS",880,880,NA,NA,0,NA
"128","062271002992","MDR_00072699","ES",473,473,NA,NA,0,NA
"129","062271003330","MDR_00072986","HS",2549,2549,NA,NA,0,NA
"130","062271003170","MDR_00074427","ES",489,489,NA,NA,0,NA
"131","062271003017","MDR_00075275","MS",1863,1863,NA,NA,0,NA
"132","062271003206","MDR_00075861","ES",391,391,NA,NA,0,NA
"133","062271003139","MDR_00076360","HS",1103,1103,NA,NA,0,NA
"134","062271003118","MDR_00076712","ES",792,792,705,650,0,1
"135","062271003115","MDR_00077182","ES",998,998,NA,NA,0,NA
"136","062271003111","MDR_00078368","ES",415,415,NA,NA,0,NA
"137","062301003509","MDR_00078734","ES",470,470,441,482,0,0
"138","062301003512","MDR_00078772","MS",805,805,NA,NA,0,NA
"139","062619003911","MDR_00079453","ES",474,474,NA,NA,0,NA
"140","063132004850","MDR_00080919","ES",352,352,300,300,0,0
"141","063375005211","MDR_00081444","ES",530,530,NA,NA,0,NA
"142","063570006091","MDR_00081688","ES",582,582,NA,NA,0,NA
"143","063750006334","MDR_00082060","ES",696,696,580,586,0,1
"144","063942006572","MDR_00082606","HS",153,153,NA,NA,0,NA
"145","060236000125","MDR_00088375","ES",169,169,NA,NA,0,NA
"146","062052002473","MDR_00089056","MS",157,157,NA,NA,0,NA
"147","061407001614","MDR_00090299","ES",407,407,NA,NA,0,NA
"148","060342000260","MDR_00090768","MS",741,741,729,725,0,0
"149","061215001368","MDR_00090926","ES",158,158,NA,NA,0,NA
"150","061187001327","MDR_00091786","MS",95,95,NA,NA,0,NA
"151","063398005337","MDR_00092936","MS",1221,1221,NA,NA,0,NA
"152","063386005295","MDR_00094207","ES",575,575,NA,NA,0,NA
"153","060263000184","MDR_00094817","MS",871,871,795,793,0,0
"154","061422001630","MDR_00095689","ES",525,525,505,505,0,0
"155","062019002414","MDR_00097027","ES",454,454,NA,NA,0,NA
"156","062343003558","MDR_00097194","ES",463,463,NA,NA,0,NA
"157","060243000130","MDR_00100753","ES",493,493,NA,NA,0,NA
"158","061111001226","MDR_00101501","HS",2034,2034,NA,NA,0,NA
"159","060133201984","MDR_00103573","MS",621,621,NA,NA,0,NA
"160","063462005756","MDR_00105088","HS",2079,2079,NA,NA,0,NA
"161","063462005807","MDR_00105624","ES",333,333,NA,NA,0,NA
"162","061392009543","MDR_00107842","ES",400,400,NA,NA,0,NA
"163","063207004947","MDR_00108731","ES",639,639,NA,NA,0,NA
"164","060681000604","MDR_00110198","ES",600,600,NA,NA,0,NA
"165","060681000614","MDR_00110277","ES",657,657,NA,NA,0,NA
"166","061291001467","MDR_00111130","HS",2202,2202,2012,2100,0,1
"167","062667004044","MDR_00111946","ES",499,499,NA,NA,0,NA
"168","063171004907","MDR_00112421","ES",425,425,349,371,0,0
"169","063488005894","MDR_00112512","MS",1075,1075,990,998,0,0
"170","063432005449","MDR_00112952","ES",387,387,360,356,0,0
"171","063432005488","MDR_00113308","ES",280,280,NA,NA,0,NA
"172","063432005553","MDR_00113944","ES",663,663,NA,NA,0,NA
"173","063432005568","MDR_00114077","ES",259,232,NA,NA,0,NA
"174","063864006479","MDR_00114601","HS",2398,2398,NA,NA,0,NA
"175","063441005602","MDR_00116350","HS",150,152,NA,NA,0,NA
"176","063441005669","MDR_00117249","ES",115,103,NA,NA,0,NA
"177","063288005112","MDR_00119821","HS",1000,1000,NA,NA,0,NA
"178","060606000541","MDR_00121501","ES",213,213,NA,NA,0,NA
"179","063213004973","MDR_00122701","MS",711,711,NA,NA,0,NA
"180","063639006196","MDR_00123298","HS",201,201,215,220,0,0
"181","063753006354","MDR_00123535","ES",500,500,NA,NA,0,NA
"182","060714000654","MDR_00125301","MS",998,998,NA,NA,0,NA
"183","061029008815","MDR_00125662","ES",636,636,486,495,0,1
"184","061182001305","MDR_00126111","HS",1730,1730,NA,NA,0,NA
"185","062280003487","MDR_00126800","HS",1368,1368,NA,NA,0,NA
"186","062781004209","MDR_00127622","MS",634,634,NA,NA,0,NA
"187","062961004594","MDR_00127983","ES",433,433,NA,NA,0,NA
"188","063459005745","MDR_00128547","ES",765,765,NA,NA,0,NA
"189","060231000113","MDR_00129656","ES",356,356,310,288,0,0
"190","061336001527","MDR_00132639","MS",561,561,NA,NA,0,NA
"191","062205002613","MDR_00136415","MS",119,119,108,110,0,0
"192","063225004979","MDR_00137172","MS",181,182,NA,NA,0,NA
"193","061176001298","MDR_00137873","MS",544,544,NA,NA,0,NA
"194","063987006612","MDR_00138712","ES",685,685,NA,NA,0,NA
"195","064020007475","MDR_00139522","MS",270,270,NA,NA,0,NA
"196","063684006255","MDR_00140662","MS",956,1005,NA,NA,0,NA
"197","063684006268","MDR_00140791","HS",2107,2107,NA,NA,0,NA
"198","064098006768","MDR_00141446","HS",2074,2074,NA,NA,0,NA
"199","064308006999","MDR_00141927","ES",324,324,NA,NA,0,NA
"200","080195000013","MDR_00142505","ES",477,477,NA,NA,0,NA
"201","080690001192","MDR_00143016","HS",1608,1608,NA,NA,0,NA
"202","080690006303","MDR_00143054","ES",513,513,NA,NA,0,NA
"203","080525000868","MDR_00144814","HS",211,138,NA,NA,0,NA
"204","080537000912","MDR_00145492","HS",397,397,NA,NA,0,NA
"205","080369000481","MDR_00148743","MS",254,144,NA,NA,1,NA
"206","080294000209","MDR_00148975","MS",597,597,1265,1246,0,1
"207","080306000224","MDR_00149058","ES",234,234,NA,NA,0,NA
"208","080432000594","MDR_00150617","ES",267,267,NA,NA,0,NA
"209","080708001845","MDR_00150837","ES",315,315,NA,NA,0,NA
"210","080480000797","MDR_00152392","HS",42,42,NA,NA,0,NA
"211","080729006394","MDR_00155368","MS",157,105,NA,NA,0,NA
"212","080384000501","MDR_00155758","ES",153,153,142,140,0,0
"213","080570000974","MDR_00157316","ES",139,139,NA,NA,0,NA
"214","080495001697","MDR_00158413","MS",250,250,NA,NA,0,NA
"215","090186000342","MDR_00169498","MS",876,876,845,852,0,0
"216","090252000472","MDR_00169840","HS",816,816,852,821,0,0
"217","090474000953","MDR_00171116","ES",325,325,NA,NA,0,NA
"218","090528001106","MDR_00171776","ES",383,383,NA,NA,0,NA
"219","090000201141","MDR_00171867","HS",648,648,692,676,0,0
"220","090039000038","MDR_00172122","ES",170,185,165,166,0,0
"221","090084000135","MDR_00172158","HS",772,772,700,700,0,0
"222","090219000403","MDR_00172586","ES",419,419,427,426,0,0
"223","090282000594","MDR_00172744","ES",536,536,NA,NA,0,NA
"224","090312000677","MDR_00172988","ES",298,298,NA,NA,0,NA
"225","090438000877","MDR_00173176","MS",468,468,NA,NA,0,NA
"226","090486000994","MDR_00173267","MS",586,586,NA,NA,0,NA
"227","090003010001","MDR_00173700","ES",190,195,NA,NA,0,NA
"228","090429000847","MDR_00174118","ES",148,148,NA,NA,0,NA
"229","110003000019","MDR_00175253","MS",242,289,NA,NA,0,NA
"230","100081000365","MDR_00180882","MS",631,713,1426,1452,0,1
"231","120006000035","MDR_00181496","HS",1367,1367,NA,NA,0,NA
"232","120015000081","MDR_00181991","ES",837,837,NA,NA,0,NA
"233","120018000210","MDR_00183688","MS",1535,1609,NA,NA,0,NA
"234","120021000293","MDR_00184369","MS",671,670,NA,NA,0,NA
"235","120039000563","MDR_00186032","MS",625,625,NA,NA,0,NA
"236","120039000607","MDR_00186214","HS",1358,1358,NA,NA,0,NA
"237","120039000392","MDR_00186446","ES",901,901,NA,NA,0,NA
"238","120039000601","MDR_00186680","HS",1498,1498,NA,NA,0,NA
"239","120039000412","MDR_00186903","ES",359,359,NA,NA,0,NA
"240","120039000518","MDR_00187115","MS",735,735,NA,NA,0,NA
"241","120048000640","MDR_00189058","ES",439,439,NA,NA,0,NA
"242","120051002995","MDR_00190485","HS",530,530,NA,NA,0,NA
"243","120051000812","MDR_00190667","HS",2124,2124,NA,NA,0,NA
"244","120075000879","MDR_00191489","ES",343,343,294,302,0,0
"245","120087000983","MDR_00192548","MS",911,917,NA,NA,0,NA
"246","120087001041","MDR_00193102","ES",688,690,580,620,0,0
"247","120090001047","MDR_00193267","ES",433,433,NA,NA,0,NA
"248","120105001115","MDR_00193877","ES",292,292,NA,NA,0,NA
"249","120108001144","MDR_00194405","ES",605,605,NA,NA,0,NA
"250","120120002212","MDR_00195007","HS",515,515,NA,NA,0,NA
"251","120126003005","MDR_00195435","MS",668,665,664,640,0,0
"252","120144001433","MDR_00197017","ES",471,471,NA,NA,0,NA
"253","120147001473","MDR_00198047","HS",2412,2176,1995,2200,1,1
"254","120153001568","MDR_00199209","MS",1055,1053,NA,NA,0,NA
"255","120153001575","MDR_00199338","ES",699,699,NA,NA,0,NA
"256","120156003108","MDR_00199821","MS",794,794,NA,NA,0,NA
"257","120156001674","MDR_00200286","MS",1151,1150,NA,NA,0,NA
"258","120156001696","MDR_00200511","MS",978,978,NA,NA,0,NA
"259","120159001784","MDR_00201199","HS",118,0,NA,NA,1,NA
"260","120159001718","MDR_00201383","ES",548,548,520,516,0,0
"261","120159001716","MDR_00201412","ES",757,757,671,685,0,0
"262","120159001725","MDR_00201541","MS",1212,1212,NA,NA,0,NA
"263","120171001891","MDR_00203836","ES",812,812,NA,NA,0,NA
"264","130102000388","MDR_00207870","HS",1052,1052,NA,NA,0,NA
"265","130138000590","MDR_00210451","ES",442,442,NA,NA,0,NA
"266","130141000606","MDR_00210657","ES",735,735,NA,NA,0,NA
"267","130141000602","MDR_00210671","ES",780,780,834,832,0,0
"268","130174000639","MDR_00211558","HS",1088,1088,NA,NA,0,NA
"269","130174000692","MDR_00211560","HS",1762,1762,1707,1750,0,0
"270","130228002001","MDR_00216273","ES",801,801,679,688,0,1
"271","130255001130","MDR_00217746","ES",1327,1327,NA,NA,0,NA
"272","130261001162","MDR_00218283","HS",1251,1251,NA,NA,0,NA
"273","130315001279","MDR_00219720","HS",1581,1581,NA,NA,0,NA
"274","130189003887","MDR_00219990","HS",1272,1272,NA,NA,0,NA
"275","130399002226","MDR_00222014","ES",479,479,NA,NA,0,NA
"276","130438001567","MDR_00223238","HS",822,822,738,726,0,0
"277","130450001611","MDR_00223549","HS",562,562,580,600,0,0
"278","130498001686","MDR_00224701","ES",495,495,NA,NA,0,NA
"279","130000101964","MDR_00225200","HS",1304,1304,NA,NA,0,NA
"280","150003000113","MDR_00227507","ES",547,555,542,533,0,0
"281","150003000070","MDR_00229701","ES",577,580,574,595,0,0
"282","190513000156","MDR_00231338","HS",649,649,NA,NA,0,NA
"283","191458000869","MDR_00232069","ES",398,398,NA,NA,0,NA
"284","192727001592","MDR_00234653","HS",189,189,577,600,0,1
"285","190948000603","MDR_00236601","ES",314,314,NA,NA,0,NA
"286","191347000813","MDR_00238348","HS",420,420,NA,NA,0,NA
"287","193168001845","MDR_00240999","MS",551,551,NA,NA,0,NA
"288","191869002245","MDR_00243654","ES",315,315,NA,NA,0,NA
"289","191248000758","MDR_00244206","HS",130,130,NA,NA,0,NA
"290","192247001508","MDR_00244775","ES",475,475,NA,NA,0,NA
"291","190004000121","MDR_00245200","MS",337,337,NA,NA,0,NA
"292","190897000517","MDR_00247703","MS",729,729,NA,NA,0,NA
"293","190858000457","MDR_00250475","ES",280,280,NA,NA,0,NA
"294","190575000177","MDR_00254237","HS",119,119,NA,NA,0,NA
"295","190468002090","MDR_00255877","ES",383,383,366,338,0,0
"296","160036000078","MDR_00256479","ES",584,585,NA,NA,0,NA
"297","160153000269","MDR_00258271","ES",386,388,365,415,0,0
"298","160252000440","MDR_00259407","HS",361,358,NA,NA,0,NA
"299","160267000489","MDR_00260731","MS",820,818,NA,NA,0,NA
"300","160186000330","MDR_00261709","ES",439,439,NA,NA,0,NA
"301","160282000501","MDR_00262076","ES",172,172,NA,NA,0,NA
"302","173267003388","MDR_00263977","ES",222,218,NA,NA,0,NA
"303","171341001632","MDR_00265585","HS",290,79,NA,NA,1,NA
"304","170393000079","MDR_00266955","ES",172,183,NA,NA,0,NA
"305","171845002131","MDR_00270140","ES",294,240,NA,NA,0,NA
"306","172310002549","MDR_00270877","MS",435,439,NA,NA,0,NA
"307","173120003250","MDR_00273207","MS",444,434,NA,NA,0,NA
"308","173381003472","MDR_00273532","MS",665,671,NA,NA,0,NA
"309","170993001186","MDR_00275657","ES",330,320,NA,NA,0,NA
"310","170993000826","MDR_00275798","ES",385,324,NA,NA,0,NA
"311","170993000893","MDR_00275889","HS",785,725,NA,NA,0,NA
"312","170993000637","MDR_00277033","ES",398,428,NA,NA,0,NA
"313","170993000612","MDR_00279093","ES",771,807,NA,NA,0,NA
"314","170993000784","MDR_00279665","MS",749,805,NA,NA,0,NA
"315","170993000942","MDR_00280030","HS",4488,4500,NA,NA,0,NA
"316","170993000905","MDR_00280042","MS",495,523,NA,NA,0,NA
"317","170993000983","MDR_00280406","MS",543,555,NA,NA,0,NA
"318","170993001039","MDR_00280585","ES",831,847,NA,NA,0,NA
"319","170993001117","MDR_00280949","ES",224,262,NA,NA,0,NA
"320","172320002554","MDR_00290360","MS",291,300,NA,NA,0,NA
"321","172550002763","MDR_00290683","ES",208,205,210,208,0,0
"322","172771002931","MDR_00290736","ES",668,660,670,671,0,0
"323","173297003413","MDR_00291132","ES",490,383,420,420,1,0
"324","174035004055","MDR_00291364","ES",398,432,NA,NA,0,NA
"325","170021703615","MDR_00292992","ES",553,501,NA,NA,0,NA
"326","173798003891","MDR_00297289","HS",176,171,176,160,0,0
"327","171371001664","MDR_00298166","MS",690,666,NA,NA,0,NA
"328","174396004361","MDR_00299811","ES",257,267,NA,NA,0,NA
"329","171221001475","MDR_00300680","MS",423,309,300,300,1,0
"330","172190002460","MDR_00301397","HS",1819,1786,NA,NA,0,NA
"331","172280002525","MDR_00301464","ES",486,482,NA,NA,0,NA
"332","173499003665","MDR_00301892","MS",896,879,NA,NA,0,NA
"333","173030003136","MDR_00303187","ES",309,272,NA,NA,0,NA
"334","172049002318","MDR_00305680","ES",422,463,406,406,0,0
"335","172529002759","MDR_00305800","ES",563,593,NA,NA,0,NA
"336","170000505190","MDR_00306309","ES",218,228,NA,NA,0,NA
"337","170399000085","MDR_00306842","HS",281,252,NA,NA,0,NA
"338","171353001641","MDR_00308644","ES",333,356,337,335,0,0
"339","171728002034","MDR_00308785","ES",371,401,393,387,0,0
"340","171899002180","MDR_00308967","MS",677,647,577,576,0,0
"341","171920002203","MDR_00311031","ES",220,202,144,140,0,0
"342","173156003324","MDR_00314174","ES",156,145,NA,NA,0,NA
"343","171329001583","MDR_00315271","HS",725,745,NA,NA,0,NA
"344","172494003240","MDR_00317334","ES",811,818,NA,NA,0,NA
"345","173192003349","MDR_00318821","HS",420,389,NA,NA,0,NA
"346","173395003488","MDR_00324363","HS",277,278,NA,NA,0,NA
"347","172058002332","MDR_00324961","ES",280,305,281,280,0,0
"348","170921000529","MDR_00325317","ES",372,372,NA,NA,0,NA
"349","173451003607","MDR_00327456","ES",754,779,NA,NA,0,NA
"350","181299002064","MDR_00331720","ES",440,440,NA,NA,0,NA
"351","180723001215","MDR_00333871","ES",648,648,NA,NA,0,NA
"352","180327000438","MDR_00334796","MS",758,758,720,681,0,0
"353","180348000493","MDR_00334928","ES",450,450,NA,NA,0,NA
"354","180741001271","MDR_00335489","MS",950,950,869,868,0,0
"355","180204000255","MDR_00338405","HS",610,610,610,610,0,0
"356","180471000788","MDR_00338558","ES",377,377,362,370,0,0
"357","180762001306","MDR_00339734","ES",479,479,510,525,0,0
"358","180477002510","MDR_00344947","ES",536,536,495,500,0,0
"359","180477000884","MDR_00345680","ES",242,242,NA,NA,0,NA
"360","181092001784","MDR_00346294","MS",283,283,281,308,0,0
"361","180609001077","MDR_00348204","ES",584,584,571,560,0,0
"362","180890001483","MDR_00350128","ES",284,284,293,293,0,0
"363","181029001649","MDR_00352023","HS",924,924,NA,NA,0,NA
"364","180016502590","MDR_00353302","HS",504,504,NA,NA,0,NA
"365","180627001102","MDR_00355673","ES",355,355,294,295,0,0
"366","200855000038","MDR_00358651","MS",238,238,NA,NA,0,NA
"367","200372000704","MDR_00361036","HS",420,420,NA,NA,0,NA
"368","200001400453","MDR_00362353","MS",272,271,NA,NA,0,NA
"369","201185001885","MDR_00365410","ES",552,585,526,503,0,0
"370","201200000112","MDR_00365446","HS",1613,1582,NA,NA,0,NA
"371","200807001985","MDR_00365678","ES",141,136,NA,NA,0,NA
"372","200477001493","MDR_00365915","MS",189,91,NA,NA,0,NA
"373","201128002033","MDR_00369961","HS",104,134,NA,NA,0,NA
"374","201065000604","MDR_00370087","ES",240,240,NA,NA,0,NA
"375","200654000381","MDR_00372877","HS",876,876,NA,NA,0,NA
"376","201226001451","MDR_00375221","ES",263,279,NA,NA,0,NA
"377","201226001456","MDR_00375269","ES",392,392,375,393,0,0
"378","200753000966","MDR_00375556","HS",188,188,NA,NA,0,NA
"379","200786001145","MDR_00375922","MS",185,185,201,195,0,0
"380","200390000736","MDR_00376043","ES",238,242,NA,NA,0,NA
"381","201044000738","MDR_00376146","ES",183,203,NA,NA,0,NA
"382","200795001428","MDR_00377437","ES",538,538,475,521,0,0
"383","201236001520","MDR_00377944","MS",610,610,585,580,0,0
"384","210015000023","MDR_00379710","MS",770,778,698,690,0,0
"385","210144000291","MDR_00380109","HS",555,528,NA,NA,0,NA
"386","210291001719","MDR_00380317","MS",311,332,305,320,0,0
"387","210201000441","MDR_00384038","ES",460,448,483,409,0,0
"388","210254000532","MDR_00385317","MS",329,338,NA,NA,0,NA
"389","210254002213","MDR_00385367","HS",1068,1037,NA,NA,0,NA
"390","210264000563","MDR_00385628","ES",220,232,210,220,0,0
"391","210299000751","MDR_00387755","ES",332,344,NA,NA,0,NA
"392","210309000812","MDR_00389894","ES",590,595,NA,NA,0,NA
"393","210396001013","MDR_00392592","MS",339,364,NA,NA,0,NA
